repo_name,commit_num,commit,code_slice,ground_truth,prediction
Crypton,40,6b1f9,<module>@Discrete-Logarithm-Problem_Challenges_Baby-DLP_Server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,NEW@<module>@Elgamal-Encryption_Challenges_Prime-Enigma_script.py_slice.py,Full Attack Chain,Full Attack Chain
Crypton,40,6b1f9,NEW@<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,Undetermined,Undetermined
Crypton,40,6b1f9,<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@RSA-encryption_Intro-Challenges_Dp&Dq_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@RSA-encryption_Attack-Coppersmith_Challenges_stereotypes_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_Secret-Server_secretserver.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@RSA-encryption_Factorisation-Fermat_Challenges_qproximity_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@Digital-Signatures_ElGamal-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@RSA-encryption_Intro-Challenges_Challenge-4_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@RSA-encryption_Intro-Challenges_Challenge-0_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_CNVService.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@RSA-encryption_Intro-Challenges_Challenge-1_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,40,6b1f9,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Baby-Crypt_baby_crypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_7h3_Godf4ther_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@Block-Cipher_Attack-CBC-Padding-Oracle_Challenges_Secret-Server_secretserver.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Factorisation-Fermat_Challenges_Crafted-RSA_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@Elgamal-Encryption_Challenges_Prime-Enigma_script.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_Challenge-3_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Attack-Wiener_Challenges_Multi_Layer_RSA_Multi_LayerRSAencrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Attack-Common-Modulus_Challenges_RSA-1s-Fun_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<body>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_Labyrinth-of-Suffering_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_Meth_M4th_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_C4-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_Challenge-2_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@Digital-Signatures_Unpadded-RSA-Digital-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_LoS-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@Discrete-Logarithm-Problem_Challenges_Baby-DLP_Server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,NEW@<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,Undetermined,Undetermined
Crypton,41,43469,<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_Dp&Dq_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Attack-Coppersmith_Challenges_stereotypes_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_Secret-Server_secretserver.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Factorisation-Fermat_Challenges_qproximity_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@Digital-Signatures_ElGamal-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,NEW@<body>@Digital-Signatures_ElGamal-Signatures_Challenges_Nonsense_encrypt.py_slice.py,Undetermined,Undetermined
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_Challenge-4_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_Challenge-0_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_CNVService.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@RSA-encryption_Intro-Challenges_Challenge-1_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,41,43469,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Baby-Crypt_baby_crypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_7h3_Godf4ther_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@Block-Cipher_Attack-CBC-Padding-Oracle_Challenges_Secret-Server_secretserver.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Factorisation-Fermat_Challenges_Crafted-RSA_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@Elgamal-Encryption_Challenges_Prime-Enigma_script.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_Challenge-3_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Attack-Wiener_Challenges_Multi_Layer_RSA_Multi_LayerRSAencrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Attack-Common-Modulus_Challenges_RSA-1s-Fun_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<body>@Digital-Signatures_ElGamal-Signatures_Challenges_Nonsense_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_Labyrinth-of-Suffering_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_Meth_M4th_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_C4-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_Challenge-2_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@Digital-Signatures_Unpadded-RSA-Digital-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,NEW@<body>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,Undetermined,Undetermined
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_LoS-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@Discrete-Logarithm-Problem_Challenges_Baby-DLP_Server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,NEW@<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,Undetermined,Undetermined
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_Dp&Dq_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Attack-Coppersmith_Challenges_stereotypes_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_Secret-Server_secretserver.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Factorisation-Fermat_Challenges_qproximity_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,NEW@<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,Undetermined,Undetermined
Crypton,42,30ca7,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@Digital-Signatures_ElGamal-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_Challenge-4_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_Challenge-0_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_CNVService.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@RSA-encryption_Intro-Challenges_Challenge-1_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,42,30ca7,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Baby-Crypt_baby_crypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_7h3_Godf4ther_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Factorisation-Fermat_Challenges_Crafted-RSA_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@Elgamal-Encryption_Challenges_Prime-Enigma_script.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_Challenge-3_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Attack-Wiener_Challenges_Multi_Layer_RSA_Multi_LayerRSAencrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Attack-Common-Modulus_Challenges_RSA-1s-Fun_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<body>@Digital-Signatures_ElGamal-Signatures_Challenges_Nonsense_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<body>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_Labyrinth-of-Suffering_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_Meth_M4th_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_C4-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_Challenge-2_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@Digital-Signatures_Unpadded-RSA-Digital-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,NEW@<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_Secret-Server_secretserver.py_slice.py,Benign,Benign
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_LoS-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@Discrete-Logarithm-Problem_Challenges_Baby-DLP_Server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,NEW@<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,Undetermined,Undetermined
Crypton,43,95e89,<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_Dp&Dq_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Attack-Coppersmith_Challenges_stereotypes_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Factorisation-Fermat_Challenges_qproximity_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@Digital-Signatures_ElGamal-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_Challenge-4_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_Challenge-0_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_CNVService.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,NEW@<module>@Block-Cipher_Attack-CBC-Padding-Oracle_Challenges_Secret-Server_secretserver.py_slice.py,Benign,Benign
Crypton,43,95e89,<module>@RSA-encryption_Intro-Challenges_Challenge-1_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,43,95e89,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Baby-Crypt_baby_crypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_7h3_Godf4ther_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Factorisation-Fermat_Challenges_Crafted-RSA_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@Elgamal-Encryption_Challenges_Prime-Enigma_script.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_Challenge-3_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Attack-Wiener_Challenges_Multi_Layer_RSA_Multi_LayerRSAencrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Attack-Common-Modulus_Challenges_RSA-1s-Fun_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<body>@Digital-Signatures_ElGamal-Signatures_Challenges_Nonsense_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<body>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_Labyrinth-of-Suffering_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_Meth_M4th_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_C4-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_Challenge-2_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@Digital-Signatures_Unpadded-RSA-Digital-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,NEW@<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_Secret-Server_secretserver.py_slice.py,Benign,Benign
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_LoS-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@Discrete-Logarithm-Problem_Challenges_Baby-DLP_Server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,NEW@<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,Benign,Benign
Crypton,44,f50a7,<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_Dp&Dq_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Attack-Coppersmith_Challenges_stereotypes_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Factorisation-Fermat_Challenges_qproximity_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@Digital-Signatures_ElGamal-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_Challenge-4_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_Challenge-0_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_CNVService.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,NEW@<module>@Block-Cipher_Attack-CBC-Padding-Oracle_Challenges_Secret-Server_secretserver.py_slice.py,Benign,Benign
Crypton,44,f50a7,<module>@RSA-encryption_Intro-Challenges_Challenge-1_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,44,f50a7,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Baby-Crypt_baby_crypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_7h3_Godf4ther_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@Block-Cipher_Attack-CBC-Padding-Oracle_Challenges_Secret-Server_secretserver.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Factorisation-Fermat_Challenges_Crafted-RSA_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@Elgamal-Encryption_Challenges_Prime-Enigma_script.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_Challenge-3_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Attack-Wiener_Challenges_Multi_Layer_RSA_Multi_LayerRSAencrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Attack-Common-Modulus_Challenges_RSA-1s-Fun_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<body>@Digital-Signatures_ElGamal-Signatures_Challenges_Nonsense_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_Labyrinth-of-Suffering_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_Meth_M4th_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_C4-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_Challenge-2_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@Digital-Signatures_Unpadded-RSA-Digital-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,NEW@<body>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,Undetermined,Undetermined
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_LoS-reloaded_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@Discrete-Logarithm-Problem_Challenges_Baby-DLP_Server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,NEW@<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,Undetermined,Undetermined
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_Dp&Dq_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Attack-Coppersmith_Challenges_stereotypes_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_Secret-Server_secretserver.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Factorisation-Fermat_Challenges_qproximity_exploit.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,NEW@<module>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_AES_CNV_COOKIE.py_slice.py,Undetermined,Undetermined
Crypton,45,91fe1,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@Digital-Signatures_ElGamal-Signatures_example.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_Challenge-4_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_Challenge-0_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<body>@Block-Cipher_Attack-CBC-Bit-Flipping_Challenges_CNVService_CNVService.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@RSA-encryption_Intro-Challenges_Challenge-1_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,45,91fe1,<module>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Baby-Crypt_baby_crypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,46,4ca90,<module>@RSA-encryption_Intro-Challenges_7h3_Godf4ther_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,46,4ca90,<module>@RSA-encryption_Factorisation-Fermat_Challenges_Crafted-RSA_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,46,4ca90,<module>@Elgamal-Encryption_Challenges_Prime-Enigma_script.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,46,4ca90,<module>@RSA-encryption_Intro-Challenges_Challenge-3_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,46,4ca90,<module>@RSA-encryption_Attack-Wiener_Challenges_Multi_Layer_RSA_Multi_LayerRSAencrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,46,4ca90,<module>@RSA-encryption_Attack-Common-Modulus_Challenges_RSA-1s-Fun_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,46,4ca90,<body>@Digital-Signatures_ElGamal-Signatures_Challenges_Nonsense_encrypt.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Crypton,46,4ca90,<body>@Block-Cipher_Attack-ECB-Byte-at-a-Time_Challenges_Locked_Dungeon_enter_the_dungeon1.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
